Artist,Lyrics
Taylor Swift,book night train reason could sit hurt bustl crowd silent sleeper sure wors choru drop hand danc left stand crestfallen land champagn problem ring pocket pictur wallet heart glass drop champagn problem told famili reason could keep sister splash bottl one celebr choru dom pérignon brought crowd friend applaud hometown skeptic call champagn problem speech speechless love slip beyond reach could give reason champagn problem might also like bridg mida touch chevi door novemb flush flannel cure dorm madhous made joke well made evergreen group friend think say word soon nerv deck hall walk one money two show never readi watch go sometim know answer someon knee ask would made love bride shame fuck head said find real thing instead patch tapestri shred choru hold hand danc never leav stand crestfallen land champagn problem mom ring pocket pictur wallet wo rememb champagn problem outro wo rememb champagn
Taylor Swift,could leav christma light januari place make rule dazzl haze mysteri way dear known twenti second twenti year choru go go alway close forev ever ah take take home lover could let friend crash live room place make call highli suspici everyon see want love three summer honey want choru go go alway close forev ever ah take take home forev ever lover might also like bridg ladi gentlemen pleas stand everi guitar string scar hand take magnet forc man lover heart borrow blue well end well end swear overdramat true lover save dirtiest joke everi tabl save seat lover choru go go alway close forev ever ah take take home forev ever oh darl
Taylor Swift,justin vernon see stand honey arm around bodi laughin joke funni took five whole minut pack us leav holdin love hall choru justin vernon think seen film like end homeland anymor defend town exil seein think seen film justin vernon ooh ooh ooh taylor swift see starin honey like understudi like get knuckl bloodi second third hundredth chanc balancin break branch eye add insult injuri might also like choru taylor swift think seen film like end problem anymor offend crown exil seein think seen film leav side door bridg justin vernon taylor swift step right amount cri time alway walk thin line even hear even hear never gave warn sign gave mani sign time never learn read mind never learn read mind could turn thing around never turn thing around never gave warn sign gave mani sign mani sign mani sign even see sign choru taylor swift justin vernon taylor swift think seen film like end homeland anymor defend town exil seein think seen film leavin side door outro justin vernon taylor swift step right amount cri time alway walk thin line even hear even hear never gave warn sign gave mani sign time never learn read mind never learn read mind could turn thing around never turn thing around never gave warn sign gave mani sign never gave warn sign time mani time never learn read mind mani sign could turn thing around could turn thing around never gave warn sign never gave warn sign never gave warn sign ah
Taylor Swift,like littl game like tilt stage role made play fool like like perfect crime laugh lie said gun mine cool like oh got smarter got harder nick time honey rose dead time got list name red underlin check check twice oh choru ooh look made look made look made look made ooh look made look made look made look made might also like like kingdom key belong ask place sleep lock threw feast world move anoth day anoth drama drama think karma world move one thing sure mayb got mine get got smarter got harder nick time honey rose dead time got list name red underlin check check twice oh choru ooh look made look made look made look made ooh look made look made look made look made bridg trust nobodi nobodi trust actress star bad dream trust nobodi nobodi trust actress star bad dream trust nobodi nobodi trust actress star bad dream trust nobodi nobodi trust actress star bad dream ooh look made look made look made look made ooh look made look made look made sorri old taylor ca come phone right oh dead oh choru ooh look made look made look made look made ooh look made look made look made look made ooh look made look made look made look made ooh look made look made look made look made
Taylor Swift,walk door air cold somethin felt like home somehow left scarf sister hous still got drawer even oh sweet disposit gaze singin car get lost upstat autumn leav fallin like piec place pictur day know long gone magic might okay fine oh oh oh choru arе littl town street almost ran red lookin wind hair rememb well photo album counter cheek turnin red use littl kid glass bed mother tellin stori team taught past thinkin futur toss car key fuck patriarchi keychain ground alway skippin town thinkin drive time gon na say love never call dead gone buri check puls come back swearin three month grave wonder went reach felt shame held lifeless frame might also like know long gone noth els could forget long enough forget need choru middl night dancin kitchen refriger light stair rememb well nobodi know kept like secret kept like oath sacr prayer swear rememb well yeah bridg well mayb got lost translat mayb ask much mayb thing masterpiec tore runnin scare rememb well call break like promis casual cruel name bein honest piec paper lyin rememb say well end well new hell everi time mind said closer age mayb would fine made want die idea jewel whose shine reflect weepin parti bathroom actress askin happen happen charm dad joke sippin coffe like show watch watch front door night willin come said suppos fun turn time wo fli like paralyz like old self still tryin find plaid shirt day night made mail back thing walk home alon keep old scarf first week remind innoc smell like ca get rid rememb well yeah choru love back lost one real thing ever known rare rememb well wind hair rememb stair rememb rare rememb well never good tellin joke punch line goe get older lover stay age brooklyn broke skin bone soldier return half weight twin flame bruis paint blue us love affair maim citi barren cold still rememb first fall snow glisten fell rememb well outro us love affair maim well us rememb well us rememb us well wind hair stair sacr prayer rare rememb well wind hair oh stair sacr prayer rare rememb well wind hair stair sacr prayer rare rememb wind hair stair sacr prayer rare rememb
Taylor Swift,walk door air cold someth felt like home somehow left scarf sister hous still got drawer even oh sweet disposit gaze sing car get lost upstat autumn leav fall like piec place pictur day know long gone magic might okay fine oh oh oh choru littl town street almost ran red lookin wind hair rememb well photo album counter cheek turn red use littl kid glass bed mother tell stori team told past think futur toss car key fuck patriarchi key chain ground alway skip town think drive time gon na say love never call dead gone buri check puls come back swear three month grave wonder went reach felt shame held lifeless frame might also like know long gone noth els could forget long enough forget need choru middl night danc kitchen refriger light stair rememb well nobodi know kept like secret kept like oath sacr prayer swear rememb well yeah bridg well mayb got lost translat mayb ask much mayb thing masterpiec tore run scare rememb well call break like promis casual cruel name honest crumpl piec paper lie rememb say well end well new hell everi time mind said closer age mayb would fine made want die idea jewel whose shine reflect weep parti bathroom actress ask happen happen charm dad joke sip coffe like show watch watch front door night will come said suppos fun turn time wo fli like paralyz like old self still tri find plaid shirt day night made mail back thing walk home alon keep old scarf first week remind innoc smell like ca get rid rememb well yeah choru love back lost one real thing ever known rare rememb well wind hair rememb stair rememb rare rememb well never good tell joke punch line goe get older lover stay age brooklyn broke skin bone soldier return half weight twin flame bruis paint blue us love affair maim citi barren cold still rememb first fall snow glisten fell rememb well outro us love affair maim well us rememb well us rememb us well wind hair stair sacr prayer rare rememb well wind hair stair sacr prayer rare rememb wind hair stair sacr prayer rare rememb wind hair stair sacr prayer rare rememb well spoken outro love guy
Taylor Swift,good new shit say ye instead thought saw bu stop though hit ground run night hit sunday matiné know greatest film time never made guess never know never know want realli show never bleed never gon na grow alright choru someth think roar twenti toss penni pool wish came true would defens none never leav well enough alon would fun would one ooh dream cool shit adventur meet woman internet take home never paint number babi make count know greatest love time might also like guess never know never know anoth day wake alon choru someth think roar twenti toss penni pool wish came true would defens none never leav well enough alon would fun would one bridg persist resist temptat ask one thing differ would everyth differ today choru someth think rosé flow chosen famili would sweet could defens none dig grave anoth time would fun would one ooh
Taylor Swift,vintag tee brand new phone high heel cobbleston young assum know noth sequin smile black lipstick sensual polit young assum know noth choru knew dancin levi drunk streetlight knew hand sweatshirt babi kiss better refrain felt like old cardigan someon bed put said favorit friend friend none chase two girl lose one young assum know noth might also like choru knew play give weekend knew heartbeat high line twenti lifetim refrain felt like old cardigan someon bed put said favorit bridg kiss car downtown bar need drew star around scar bleedin choru knew steppin last train mark like bloodstain knew tri chang end peter lose wendi knew leavin like father run like water young assum know noth knew linger like tattoo kiss knew haunt smell smoke would hang around long knew everyth young knew curs longest time chasin shadow groceri line knew miss thrill expir standin front porch light knew come back come back come back come back refrain felt like old cardigan someon bed put said
Taylor Swift,salt air rust door never need anyth whisper sure never ever choru see us lost memori august slip away moment time never mine see us twist bedsheet august sip away like bottl wine never mine back beneath sun wishin could write name call back school rememb thinkin choru see us lost memori august slip away moment time never mine see us twist bedsheet august sip away like bottl wine never mine might also like bridg back still changin better want enough enough live hope cancel plan case call say meet behind mall much summer love say us mine lose mine lose choru see us lost memori august slip away moment time never mine see us twist bedsheet august sip away like bottl wine never mine outro never mine never mine rememb rememb pull said get car cancel plan case call back livin hope hope meet behind mall rememb pull said get car cancel plan case call back livin hope hope meet behind mall rememb pull said get car cancel plan case call back livin hope hope hope hope hope hope
Taylor Swift,betti wo make assumpt switch homeroom think betti one time ride skateboard pass hous like could breath heard rumor inez ca believ word say time time true worst thing ever choru show parti would would want would tell go fuck lead garden garden would trust told summer thing seventeen know anyth know miss betti know went wrong favorit song play far side gym nowher found hate crowd know plu saw danc might also like heard rumor inez ca believ word say time time true worst thing ever choru show parti would would want would tell go fuck lead garden garden would trust told summer thing seventeen know anyth know miss bridg walk home broken cobbleston think pull like figment worst intent said jame get let drive day turn night slept next dreamt summer long betti doorstep plan week final sinkin betti right last time dream happen see face thing wan na make show parti yeah show parti choru yeah show parti love kiss porch front stupid friend kiss like dream patch broken wing seventeen know anyth know miss outro stand cardigan kissin car stop streetlight know miss
Lil Wayne,yeah put shade live like last day time money hour past paid ugh gunpowd hourglass nigga faker flour powder bag yeah put like hand hurt natur high land perfect us lover hater put wall wallpap love hate stay say learn mistak mistak got weight shoulder like feather hail weezi call bad weather stick script memor line caus life movi seen mani time outsid look close blind say never say never fuck nevermind gone long true fals right wrong hello weezi welcom home yeah choru money grow matter go need bu pass bust yo ass nigga money grow matter go need bu pass bust yo ass nigga might also like stunna got back bitch rich name richard cut bullshit edward scissor life choic death decis time chang fuck get new watch still got vision like line two dot young money eat label get fatter yea tabl turn still sit bad motherfuck caus good die young everybodi sell dream cheap buy one man cooki crumbl everybodi want crumb shoot hummingbird hummingbird hum yea big money big money deep pocket money talk motherfuck eavesdrop bunch blood could call blood clot eastsid mob piru damu hook teeth glow deebowin need bu pass bust yo ass nigga light ashton kutcher limit pusher see dead meat butcher money man hooker freedom girl fuck took look futur right behind eyelid wan na know caus shit like surpris shit motherfuck ask say ym beach bum call ocean drive slim drop top look make sky grin young mula skinni supra belli beast puke us motherfuck hook money grow matter go need bu pass bust yo ass nigga outro gone long true fals right wrong hello weezi welcom home young mula
