Artist,Lyrics
4,go joe bitch ooh woo like dark fine let winnerget star throw got buy yeah link get go yeahgo got yeah muller way watchin startin bitch clap skrrtswag muller yeah ta let addict ran woo opp lifego fuck chang choru need pull wait get told bandho yeah lock mop atak car look want shit godyeah beep make ooh hoe never get sex weight fucktarget everybodi littl rack outfit like thumb dead choru frozeyeah talk brain snapchat na bill gosha break go boyshoulder crackhead meanest know sadder yeah soil tryna lil brrrwo ayi ayi vert diamond two wearin ran tripl choruyeah yeah pop brother money wrap realli get go girlhear like drink glock boot pop target moment fuck talklight yeah wan wait live like lighthous watch wonder yeahgrab high doubl uzi lime saint came work styrofoam versacmeet know bad hey love want like gettin skrr yeahsock nigga fresh show wrist red vert bo give millionrack ass vv got multi like cannon two name toppiunfaz tryna yeah pleas bitch talkin ayi muller yeah loudername morn cheddar bow enemi play call nigga switchin thingyeah
4,tv need ca want big world patek goin ayi twentifour night get uzi thousand slow powder want phone badyeah doll gon bad wrist store us nasti oh cagod hater rich real uh chang lil come right wildyeah coup teeth alright lock head back lot minut firstayi nigga winnin longer hello never stackin vlone bitch raftalk yeah pictur wrong life hold swag small instagram bandbeat yeah ass stay coup stackin fightin got come nagon flat nigga could rack woah tut na got flipgive goin hit fuckin mane nigga minut hit boy carltonmet get money maybach made go stare rockstar got jeeznigga dumb yeah two fuck bitch wan clean ask rideman heart wonder super ca boy make mop tutor makeayi also wan met spiral seriou play million hey grindtripl rest bridg muller way chang vine like grinder proudnigga outer bend said franck bag give shit bad unfazfuck see walk nigga gon choru lil yeah true yeahput name wet felt oh yeah restroom mama let bowai much goin would go go ai ca time yeahlike turn go slatt nard zaytoven hundr bentley world showgot
4,kin let rock kick flex ca laughin yeah count cabitch ass stock choru oh never oh yeah rent gamechee embarrass think oh stop nowaday choru got ta comechoru vengeanc armi bless right go never like everi pradaman bankrol broke woo show fake thousand bitch stop paperneck yeah portfolio brr bitch busi liftin girl door bandrock crib yeah love took light said like ring niggaisra bitch basic bring bridg ice mani rent million modellevel bird ball give man money sweatsuit go board liereal start white wetter drop money yeah know nigga courshunnid yeah ayi throw na small skrrt nice lastin cadencbike look give band girl get savin bike fit bankmoney took get scott mix nigga cheer yeah got yeahaura guy threw sauc yeah price rick debarg minni buildwashington true shit semi ca start find wan jet cashit yeah walkin funni got got girl pull refrain brrtshower sadder life get fuck grip let woo ayi satmoët greener relax choru woo mimosa lil around ayi knowlike dead back yeah man want hey bae vroom fuckwoo ayi close edg eat woah duh numb yeah stillbought
4,ayi fuck fuck sometim ca yeah bend l bad mensaw yeah stop yeah bank diamond ayi suppli mix betnigga album write ayi hot fast yeah fantasi germani tutwalk ca nigga face got told multi breath yeah hotoh wan woah yeah piss high babi like yeah girlrat grandma uh simba yuh fake ca maybach way cardark two suck ai alright hello yeah see trust waitever matt like also unfaz na hotel got got showfit na degre phone surviv ass waitin water forget oohmake spend girl soup dick first way yeah bitch gettwenti whip pic nail migrat see put nicki get rangayi much vuitton got de went brick let fuck firstreal new ayi wan stink flexin yeah back bank walkwan crib livin got girl ayi lil molli long smokinthink interlud met know use bad hit get sorri caslatt nigga drug text hip damn owen xanni love turnooh said snail hoe havin yeah show bitch see yeahcum ho block go live thought get half gangway bitchpush proud hundr like na ring mama gon four snapchatpocket fit big nobodi yeah also know oh wrong fatroll
4,band vest right like load bread diamond pull dot getpurs fact baddest tie way price higher know minut girlnigga style ass stay lil bitch got made would comepedal got like outro want like vashti enemi right ayiclub dick shit fix go long less stay could cabbagenough spend ca big got text yeah hello pocket gavemaybach jewel ever doobi extra swear ayi real numb jumpnigga hey comin hit trust motherfuck propan guala cryin causlil yeah throw yeah mean huh hit enough cancel hitlit differ grudg dark know dick love talk home noseeye beep slime got cop night cash yeah van gotfuck woo bitch tall link skrrt make coupl yung abstintogeth blue sorri eye go parkin talk money mike boyforget real african yeah fact cut money back rack ayigot wan feel ai come dark make lil gang gamegoddamn feel oh tryin rock also clearin ooh ta niggachang hotel song whole trustin ai big insan got getlil suppli yeah yeah waist yeah ap uh head yeahpull trust shirt grip count cake outro yeah doubl funnibit damn gleam extravag also gangster ayi fuck make likegold
4,see usher sip white rolli yeah bitch hurt life contactrick would took yeah ayi yeah beep babi flexin comeus unless three got go slatt talkin saint right usethotti inject feel vv nice hater differ patek fine rightcomma cannon ye yeah cappin pointer friend uzi tire liketwo fifti ooh money scene outro opp twin foreign assone like girl right ass get like ooh yeah taslow listen blaow fuck yeah mom fight choru neon flipyeah toronto sad mouth yeah night oh vlone uzi diamondalso lift instagram bitch nigga theori woo ai nigga supahknow feel speed soul damn way yeah big four gotlove oh clearin crazi string drippin money nois throw knowaround lil woah fuck tryna blind bike went nigga deeptrident doobi doubl gon yeah dumb right righteou make gettinuh uzi nigga ho damn woah uzi four ayi newk never ta whole balenciaga tryin go import whip thoughfirst miss comin sing yeah might lil straight say fineca roller big stuck fuck um like drank ran colorwhip cop thought man danni hmm stink got everywher turnfive rack shit sasuk born big cheddar want balmain likegoin
4,fast buy slime know know pill red car go dripmoney brr finess sock ca yeah let cop knee kneecocain oh ca na go alright littl hurtin elon patekgo love neck wan give boy run gut wraith listenwhite fact mauri countin need breath need care worri shoebitch xanni sadder lil park vert roller throw switchin mercedimport like back floor ass wan rich chick yeah neckperki vine boy fact yeah swag back give vert worthwoah joe yeah drip wait stand ayi uh woo niggabalenc nasti side price new watch drip girl ayi ayifunni option money pull bad yeah heard enemi lost worriyeah feel four ring comin way huh tire know oneturn grudg gettin mace migrain squad yeah yeah shirt cheefour fine said sicker pull grandma ayi lick unfaz betterwhip pant fatter fah work nigga got ayi comin oogiback okay ai ayi get come thought insid mama bandshit might talk know ban three act like yeah diamondnobodi new swim beat start walk ayi oh grinder likeeven skrr woah thought song tag told bow drip mandrop string homi aim cool amaz like saw like yeahthrow
4,fuck color time girl band watch know ai dead chorumillion caramel numb sticki treatin go dior plot shine yeahsorri watch let famili movin tall best nowaday condo wayrock go f keep feet mean move like rack skyyeah bless get though hockey ayi go want count shouldercost cream nobodi brush numb yeah ooh yeah new acttwo jet back like got fatter tick write rain callmine traction tri dead realli flock wrist got came cheeshow fuck glick white hater act make watch hard getclearin lose choru made case ayi lambo yeah everyth trappinknow woah muller skrrt homer four crip dita baguett edglike yeah yeah nasti pedal order race dead fuck chakrabetter yeah kick speak brittani littl dreadlock girl yeah startdamn choru yeah could pop choru pull goyard woah niggaho flip new dick blind xo hellcat na new plugdiamond go look know lie girl ass nap alright livecount gilbert like would last ayi ayi okay hit gotshow yeah yeah slut swingin car gettin merced froze nastiunfaz magic broke throwin messin nose yeah bleed wrist truckboy feast na give fuck uzi tri ap cryin movelike
4,got power gone feel got outro ho back said keeppolo crowd bitch money sing know hit might want bitchmuch speed savag yeah better fuck yeah blue yeah openhey money much chasin burial yeah slidin get unfaz manway cliqu four woo throat moonwalk thing fast got ayireal heart join uzi know bitch got put know chorunasti car man height uh show app pussi meet wokesight heard famili ayi yeah nap get beep yeah stinkyeah girl like aimin knuck rolli yeah huh banana moneystay put boy car swear hurt might uzi uh smilinpedal amaz pop tell go wrist rock pocket rick mightsasuk pain uh vroom know like blaow let got rightman alright give saw pew want yeah yeah tryna fantasiwan uh man pull love whip wan muller diamond wentlaughin floor lethal put hand choru know never wear timered waist goddamn pyro wan trippin arm put told ayifuck ayi see done gon everyth eye yeah give gotcame met ca price play fall yeah opp babi oohtowel let bitch swear yeah yeh pull touch like bitchget yeah also moodsw back one sick water gettin messinbalmain
4,go yeah fuck leather color nigga love tall bitch breathuh look lil turn keep throw nigga savag nigga goosspeaker yeah right bitch gang swear nice shit let callfendi day foul bitch ooh sauc said made went seeyeah uh level sight wan pay crowd thank cool hitthing way pull fuck crowd boy realli friend gut unfazmove anyth four oh nigga yeah yeah yeah sure mullertouch oh yeah string unfaz shoulda cake still felon thousandtrappin franck well like rack lock give stay made rackyeah home na yeah tuck wrist fuck one yeah aiwrist told unfaz ex go nigga size see chee gotspeed water top ai differ alway said might use ayineed leg pull get crisp ca hate coke ayi rocklove day make yeah slip never um havin case girlmoney jane okay climb would dog hair glock want talkayi lime dp fifti yeah lambo girl one saw bitchstraight god got bridg yeah traffickin ayi nigga opp huhpocket use go think turn woo want envi hater bitchbitch got pop give fuck wrong go sing show strapenough mean bad homer finess crowd kitti bitch twenti huhyeah
4,go call go know like xanni crazi boy bit yeahtighten yeah know vert move choru japanes man told fucksure breath memori diamond bitch shit francisvil right four tookred okay choru check hunnid yeah bitch glover man yeahvan yeah ho yeah shoe everyth let fatter sorri lackingot yell proud woo yeah slatt fix yo past babiyeah germani bitch woah lie get mind well cost smartayi insid pleas lit jump mop uzi got weird nightworm link buri pain man boy shake model one chiefwoah yeah yeah bodi toppin ayi ayi honda jewel wantwent uh keep lose know ayi woo ass better casee yeah trust like back bone laurent yeah bought yeahsaid wreck addict diamond top truth decapit woah go pelicanchees money moodi nowaday know wipe breath know would dracoafford ride broke fan like find back balenc hold gettinbet ayi shit wet hundr yeah cop ayi diddi milligon bouje bad keep um yeah got roller ayi bitchdevil vetement use tryna obstacl yeah might cold ho waylyin top hit want ai aim rock hoochi vert stopimport told fast sorri bitch stop wan daddi uh bandbaguett
4,wake took brr first late lil woo ta ass glueskrrt lil caus get watch yeah probabl lil white lifedollar dear best oh comin ai boy need know carmillion hear put keep bitch way side fact shit enoughhalf red know wrist want faster fuck dykin swear skrrvibin right refrain damn price pin uh nigga doin wayprice breath like slide gettin need oh shut um stoppineveryth way touch kill wheel take yeah like yeah cannongot lift know ten want relax ahead yeah black iceshake move made soup yeah tut realli know let yeahhater rack side also make swag finger imag wait wateryeah name high hundr tec import yeah nigga money reallimake yeah ride uzi wifey uzi girl benz yeah thoughtgo chee na lil shoe flood brrt vetement count smokeladi bitch somewher longer caus wock phone choru say bitchazul breath skrrt slatt also rick four breath yeah girlai yeah yeah money bitch get know kill oh xannietern break pocket high fast dub trust lil woah doublfour game said got gon flood top silli want bitchalso way know bitch ass buy team yeah like outfitcontact
4,know fuck yeah bitch jump wraith take link hypebeast whiteyeah bitch moodsw store gon worri block suicid like reallike uh sasuk bitch bad nice bleed yeah yeah damnclone okay door went picki yeah made yeah repercuss neverget ca action mickey kill uh choru yeah mouth dripwoah way ass lot lock balenc four beep pop noseheard leav time head yeah nap ayi told one outrodiamond right level also rim bone call though girl signlift got yeah hundr said right boyz stop let somethinfour like like though alright yeah head blast ayi yeahbit mouth morn ooh gettin money say came cop chorulike milli ca yeah blah oh nigga got man yeahwoah man check like know fellow yeah yeah fast gaveayi anyth darker fact right yeah fuck would nicki lilayi got lie whip wan right realli watch wock yeahice respect wake make oh go love shoot vlone clipai turn yeah sit rack day want fuck slow flexsimon ca littl fuck weed big lot like ugli loselock faster wan na grill hit gettin also yeah oohyeah yeah bulldog worm wild flood yeah know hickey clonebitch
4,date yeah gut kin crowd lie pack yeah refrain tearglock sneak top better fake rapper yeah choru na okayfast came gettin yeah slap like ass like money phoneslime fuck said dollar huh yeah woah na honda playermade see oh know bet time pedal touch sorri unfazlap friend woo got louder go get day bitch aimca day nigga come yeah william yeah yeah yeah wandamn ca hey uzi might make yeah yuh bag reasonlet know skrrt said though dirt top mykko yeah fucklive catch yeah urkel shake juli yeah badder leg fuckreal migrain ai extra damn want lift also let natighten lamb like okay cri new cum lose take amaztag choru got lil alien ayi treat damn woah timeboyz leg azul refrain wan yeah head tell hurrican makeopp spoil bitch feel way said deep yeah shit oohwoah bitch like coat cruis get jewelri unfaz lot gottrident want chasin bless guy like realiti dear run amazmaybach ho girl enough ye foul weeknd attach play fuckskin hoe weather rack movi uzi got fuck alon yeahanoth rootin pay nigga make okay child bat thing woahjacket
4,chill like yeah like damn hittin lil yeah um bitchyeah favorit got extra bitch ruger turn skrr butterscot milliiron yeah see white hey vert oh wish fuck goinswerv get outfit got million hit yeah dumb messin shittrue go girl beep polic hold come ai like rowshoe wrist ai said ohh guap cliqu coat still yeahwatch whole yeah took bit go wake nois lot vertyeah said word uh show bitch june chop balenc flowlame neck way feel yeah told iphon sign day gutvibin bless got mom doin friend yeah ooh made oohwan got doll vest water pastri want addict room worthback chee sure dollar u get diamond side whole nobodicop kinda yuh know also two hell yeah flex alsobreak ayi might control unfaz eli money bitch opinion makeyeah unfaz mileag yo givin ooh whole fresh lot vloneskrrt homi girl bitch know yeah sauc weight enough chorucamera deal yeah jet brain make mane like back pockettooth minut talkin tryin watch ayi girl wild make comeayi ai yeah want start yeah check close time ussmile yeah yeah jake make yah lose got let aiwoah
4,star ap nowaday go bone momma got minut probabl diamondtalk die money pop die design okay say froze everythcomma togeth like pull oversea want ca uh yeah beautiever close get lotu text face pull get dandi sunniburi could ever nose eatin bad pull fellow yung wayhead stallin chopper ever ayi like swaggin got start yeahsaid woo oh girl buh bitch yeah girlfriend front rightlil know coupl nigga yeah water car got uh messenough boyfriend ran wan fast spendin play nigga snail fatlike put life quit two one babygirl choru uppiti somethinlife wrist ca bank want got ai money amaz linkmansion like like nigga give lyin hackin bad lil walkside throw nigga got cream nasti yeah diamond choru bitchget na ayi think baggi cold boy ai huh margot girl beep show yeah brain yeah might yeah moneytell hundr ayi shit plot got want addict though lieyeah wash moncler twice fuck top slow teeth alreadi ayieye dm tear pleas pic know woah phone like babiwhite goin yeah hello got spot need lil go uzinah let ooh gettin thousand know told pocket need gotbaguett
4,migrain money rolli drip work yeah shoulder fuck breath addictdead fresh goddamn yellow blunt get migrain like show yeahhuh slatt yeah skrrt dicaprio make give bop woah hypebeastwent face ayi took cuban leav seat titti water rockgot fuck coat overcoat hip messin tow uh money letunderstand high austin let bike shit nobodi head alway aisee hit chop patek six life bitch go na blinghit ai take white ayi fuck foreign rhino clearin stuckanoth twitter yeah yeah dead walk yeah love um migratwrong told ayi diamond ayi right feel long get sightyeah dita money way make bow yeah bah know kyrothrow yeah knew wrist much start long merced yeah seenew like like blue cheddar diamond beatin want lookin moneywant yeah goddamn mula ta street attach sl nigga ridefeel hair gon right door get shit bitch proud hobig kissin fool diamond sauc multi cop need ooh liestop pharrel said back like said vengeanc rick sorrow diamondright yeah uzi four let pass tryna uh thong birthdaytri sometim lyin thought know coup told phone oh lambplayin lit kill uzi eight know uzi string na cornerlife
4,lam give oh yeah um yeah open flexin head yeahmight matter keep vert yeah verd ayi lastin right couldfuck hot guap thing littl gettin yeah let beggin baewhite dead yeah back swag girl tens make pop pharrelmake told flexin ayi count ta block eat rick lilcountin coat yeah salti type twenti girl yeah let calet ayi contact front fli gon rolli lose talk eatclose love heist like burberri yeah get ayi top dickmouth cold b way go tryna yeah bare uh holdsometh say much gut nasti thong yuh hypebeast iphon gottold never make babi let pink eye dumb act damnyeah ca rack ayi want slime buy patek unfaz goalvert price um right feel neck stove ooh oh lickthree hit two color suckin health pedal pack dream traffickinroller man much ai lookin bitch blow got send deepwatch differ know yeah text see coup glass yeah backdicaprio debarg togeth bad go let price pull still yeahblowin mad saint money rack fuck plug break minti knowinterlud dumb lightn homi diamond look cadillac ayi rain uziwoah bitch ran million readin opp walkin beep big bitchpussi
4,lot shit bitch fall link money oh girl rick letgo opp get yeah broke die choru nowaday got likelike grab ooh oh straight got homi chico billion armstrongmoney two mane brittani yeah got note time ayi knowdarth uh ooh uh swervin dollar let truck throwin ayiate look numb slidin cum um bitch coat long hurtgot care fuck come yeah skrrt friend man said moneyna pain main ride hit rain old bouje gettin whipchasin nigga wan dead nigga girl muller glick aura natell ooh saw grove let nigga uzi nigga comin ayinasti everi like us wan mad like first yeah wooextra say went na buy would yeah dope money enoughslidin loui damn right knapsack way dyno hundr let pullpit year fall xo teeth l come deal bougi heardball chanel fact fan text talkin bitch polar iv yeahcomfort ayi choru shit yeah opp nigga yeah tear predictbring make mcm like yeah forget yeah want saw wanttight fuck etern got four one vert feel univers mamadrag pull real kill name kenni ayi outer yeah ittipowder wrist thought put migrat fuck hour girl got thoughtfella
4,rick mama pant believ smokin got long doozi love warmight nigga friend yeah ayi redder got wan front patekburi dick reason live speed lil pull choos got minutmane real yeah thinkin breath yeah brunch day bitch elonbitch pita like diamond damn yeah new interlud go yeahyoung wish ahead vert hey kind foreign got yeah yeahafraid cheddar put fool cut man could also lil oneyeah ayi got buh ai us murder bitch know gonwish ca curs yeah might ai buy go open boughtgot canadian jump mane top like unfaz tripl style pleaswarn swear pull mani got ooh broken beep need lookbodi life think like boy got friend ayi nose coprod want right hot uzi yeah yeah see yeah tookpull girl shower bitch top uh turn finger oh blacklike yeah yeah neck back ayi goyard got messin nobodiooh band twitter ratchet feet woah get outer ayi fuckdiamond glass doin kissin might sorri want internet told gotass truck got dirt bitch light fam tri skrrt gettinstring mane nap bow yeah also come whole bitch yeahtwenti huh zaytoven draco mud ho girl bitch know topg
4,yeah wan yeah uh j oh use bit choru cawould love think quiet soup hyatt like dick everi waysmooth ayi nigga ayi cold right yeah like free popwan face got make wors bit citi along yeah alsoleav like ass lot want yeah rock emerald addict mangirl choru stuf minut thought ho forgot go uh bitchfaster like like stunner waitin love said tryna fallin favoritsuit ayi love act nigga mac call bone might yeahnicki unfaz runnin use kritic turn make raf wraith singsee woo middleman alright like like light skrrt yeah atarimoney ooh instagram goddamn four skrrt afraid get trap timeten gave heard shit philadelph say ps realli comin nayeah band smokin shirt makin power new case stand mannigga cours yeah good got someth wet ayi deal wristheadlock energi also look backwood la powder got take lookkeep long got type gay whole nowaday milli ayi birdneed last text dough fuck club fella walk day wakeyeah big yeah toaster know like bodi readi like yeahthing titan damn oh main weed true cold make toppifriend lift climb like rack team coma yeah woah trapsorri
4,need rack tear stoppin realiti let yeah action dick blaowfrenzi yeah love know thirti milli bitch mean uzi sharinyeah mous tattoo yeah goin nigga makin goddamn yeah philliahead goin near fiend coup come turnt fuck get stringyeah money pocket anem mall choru ooh mouth yeah caprice yeah leav music na worri winnin bread real saymusk yeah lil ask mind give steak na store remembnigga lil fuck wet bye realli boy abstin face extrata lil came surviv ayi oh pedal pull pull handlgo nigga blaow moe need look let neon stuck uzihonda ice swerv mileag know might girl ca bummi countskrrt baddest yeah shit long hey ayi like anthoni fucktryin bitch new yeah yeah ye got naruto side niggavroom yeah block yeah vibin lambo nigga swerv huh franckfirst migrain money buy yeah neck whole messin seriou fuckmama strike ooh proud came ho life ai serv yeahbitch yeah lame ca see level might yeah drop boygo higher addict ball tryna leagu uh fella oh nigganigga advanc fuck give one went nerd super heard slattdamn want yeah qs pop rover yeah opp right liveask
4,bought option less got bank yeah hoe would use skrrtmight ooh vv hoe give let hey ooh ai fuckgot bitch yeah everybodi ayi tryna need two na interludjean price blue main mine shake wan ayi rey rumbooti aura yeah know nardwuar hate star color gon sasukattach wonton reason pop fight ooh money yeah sorrow yeahlike watch judg homi pew buh long yeah know aimuller yeah walk matter day switch money buy breath enemiworth woo tuesday like eat ooh know hundr hello spacephillip uh ban hoe uh cooper everi need hit goteww like even nigga mine yeah nicki aventador tryna badlame need refrain touch balmain twenti wait got yeah yeahdiamond like header fuck drop know ca never qs badlyin talk wetter side yellow slime park boy chang uhuh say hurt new yeah opp face diamond thought knowgot wrong catch wish choru okay flick band drop gaslatt big yeah yeah ooh sad right nigga never homisidekick shit jassi bad got mar mud tag fellow thinkknow want matt boy pussi alright yeah life thumb thinkskrr strap feel balmain pleas diamond ribbon go suck findtie
