Artist,Lyrics
6,justin vernon see stand honey arm around bodi laughin joke funni took five whole minut pack us leav holdin love hall choru justin vernon think seen film like end homeland anymor defend town exil seein think seen film justin vernon ooh ooh ooh taylor swift see starin honey like understudi like get knuckl bloodi second third hundredth chanc balancin break branch eye add insult injuri might also like choru taylor swift think seen film like end problem anymor offend crown exil seein think seen film leav side door bridg justin vernon taylor swift step right amount cri time alway walk thin line even hear even hear never gave warn sign gave mani sign time never learn read mind never learn read mind could turn thing around never turn thing around never gave warn sign gave mani sign mani sign mani sign even see sign choru taylor swift justin vernon taylor swift think seen film like end homeland anymor defend town exil seein think seen film leavin side door outro justin vernon taylor swift step right amount cri time alway walk thin line even hear even hear never gave warn sign gave mani sign time never learn read mind never learn read mind could turn thing around never turn thing around never gave warn sign gave mani sign never gave warn sign time mani time never learn read mind mani sign could turn thing around could turn thing around never gave warn sign never gave warn sign never gave warn sign ah
6,like littl game like tilt stage role made play fool like like perfect crime laugh lie said gun mine cool like oh got smarter got harder nick time honey rose dead time got list name red underlin check check twice oh choru ooh look made look made look made look made ooh look made look made look made look made might also like like kingdom key belong ask place sleep lock threw feast world move anoth day anoth drama drama think karma world move one thing sure mayb got mine get got smarter got harder nick time honey rose dead time got list name red underlin check check twice oh choru ooh look made look made look made look made ooh look made look made look made look made bridg trust nobodi nobodi trust actress star bad dream trust nobodi nobodi trust actress star bad dream trust nobodi nobodi trust actress star bad dream trust nobodi nobodi trust actress star bad dream ooh look made look made look made look made ooh look made look made look made sorri old taylor ca come phone right oh dead oh choru ooh look made look made look made look made ooh look made look made look made look made ooh look made look made look made look made ooh look made look made look made look made
5,bangladesh young money dig mack go millionair young money millionair tougher nigerian hair criteria compar career fair vener diseas like menstrual bleed pencil leak sheet tablet mind write shit ai got time second minut hour go almighti dollar almighti power sister brother son daughter father copper got maserati dancin bridg pussi poppin tell copper ca catch ca stop go goon rule ca beat pop ca man mop ca stand drop pop pop like orvil redenbach choru motherfuck ill might also like million million sicilian bitch long hair coke derrier like smoke thinnest air open lamborghini hopin cracker see like look bastard weezi beast dog mothafuckin problem okay goon goon goblin nothin nothin ai scarin nothin faggot bullshit call denni rodman call want bitch call sidekick never answer privat damn hate shi bitch hate shi bitch yeah ate shi bitch ai shi chang name bitch yeah nigga bitch ask money surpris bitch ai trickin got like bitch ass ai got shit motherfuck ill sick okay watch sick yeah drop sick yeah glock sick knot thick choru motherfuck ill see say rappin like jay andré erykah badu said gon beat lil wayn name ai bic keep flame man one boy knew true swallow shit got loos bowel owe like two vowel would like pay hour rather pushin flower pen sharin shower toni told us world bibl told us everi girl sour play garden smell flower call carter lawn mower boy got mani bitch like mike lowrey even gwen stefani said could doubt motherfuck say life ai shit without chrome lip pokin coup look like poutin bitch turn crack rock mountain dare compar caus ai nobodi near see hear feel fear illi
5,lil wayn yeah choru xxxtentacion lil wayn cri oh go wo lie fuckin love woah lil wayn stare cloud rise comin see death around corner sign lookin like smile gon find nowher turn around round anoth nigga done lost head fuck king forgot crown number one true number color blind even may blue lot plate ai favorit food hungri hungri need famili tree next money tree bunch leav garden eden bunch eve fruit punch sip fountain youth die young blame juic buri new orlean tombston read cri stay tune bring back life got lose life life heaven good advertis want tripl extens motherfuckin afterlif rest paradis might also like choru xxxtentacion lil wayn cri cri cri go oh wo lie fuckin love woah cri cri cri cri go oh oh oh wo lie cri cri fuckin love woah cri cri lil wayn talent grate fame given humbl conceit drive care stay lane seat buckl sometim music toot horn woman carri futur tunechi born like call comeback dark sun back hit hard punch back wheel fell rode hubcap suicid die newer day bluer sky told breez came blew mind lord know give last breath air mama tell care voic head give ear got mind control control lost control knew find control let god control control ca control tear let drop roll let drop roll choru xxxtentacion lil wayn cri cri cri go oh oh wo lie cri fuckin love woah tripl extens motherfuckin afterlif rest paradis cri cri cri go oh oh wo lie fuckin love woah cri outro lil wayn cri stay tune tripl extens motherfuckin afterlif rest
5,lil wayn ugh ak nightstand right next bibl swear fifti shot shoot pocket gettin fat weight watcher lipo money talk bullshit walk motherfuck tightrop make pussi tap knock pussi cold nigga get beat crap dice roll hoe want give hoe pipe get dick stay night like porch light let fuck talk ballin spray rusti nigga like fuck truk and bitch nigga go behind back like nunchuck fuck hoe cup nigga whatev bitch think fli well tell hoe pluck feather tunechi young tunechi wear trukfit fuck gucci blow kiss pussi lip smooch chainz choru chainz lil wayn look aw look us nigga look rich fuck yeah nigga live rich fuck yeah nigga look rich fuck yeah look look look us look us nigga look rich fuck bitch nigga live rich fuck might also like lil wayn ugh never talk cop speak pig latin turn penni motherfuckin janet jackson tell bitch hatin ai got worri want hit run like ai got insur ho name sign zodiac killer rat got ta die even master splinter yeah murder kill bitch hope dog go heaven got xanax percocet promethazin codein call sandman sellin hoe dream got white girl big titti tv screen keep bad bitch call king know got mouth put bitch like hous fire kill hoe like michael myer eat cat like lion ca trust none nigga ca trust none hoe see girl want got ho tivo ugh got bitch pussi nigga tri pussi sinc motherfuck blind fact tell truth care lookin know love bitch pussi feel like heaven earth six feet deep dick shovelin dirt rip rest pussi light shit pass shit gon get smoke went got lock everi night dreamt broke one time pussi shit like eatin around food fight chainz choru chainz lil wayn look uh look us yeah nigga look rich fuck nigga live rich fuck nigga look rich fuck yeah look look us get fuck bitch straight nigga look rich fuck bitch wan na give pussi nigga live rich fuck fuck asshol bitch nigga look rich fuck outro lil wayn nigga
5,lil wayn young money yeah four ahem lil wayn tell go pop pussi real nigga alreadi know life deep still dig nigga jealou realli could care less hell kitchen apron hairnet devil shoulder lord wit libra scale weighin sin forgiv goe around come around like hula hoop karma bitch well make sure bitch beauti life edg danglin feet tri pay attent attent paid hater ca see seat today went shoppin talk still cheap rock beat drum set top ai jump yet ray charl bullshit jump dick full split hook drake uh start pop nigga look back told babi real say ai doubt second squeez could tell feel wish could take go anywher babi know deal bad mayb wo ugh shit mayb yeah realest nigga fuckin game right yeah realest nigga fuckin game right ugh mayb money power fame right ugh realest nigga fuckin game right might also like interlud lil wayn yeah lil wayn tell go pop pussi hater ca see bitch still lookin could take bank deposit put two cent get dollar back peopl hang dri like towel rack give rest vowel back like girl thick kinda fine eat whine dine tri check checkin puls say choos wise chosen rockin like asphalt cash fault look face death took mask like hous big grass soft like girl face south ass north ray charl bullshit hop dick full split hook drake uh start pop nigga look back told babi real say ai doubt second squeez could tell feel wish could take go anywher babi know deal caus bad mayb wo uh shit mayb realest nigga fuckin game right realest nigga fuckin game right mayb money power fame right realest nigga fuckin game right outro drake uh start pop nigga look back told babi real say ai doubt second squeez could tell feel feel like sky open enter wish could take go anywher babi know deal feel like like world fall rise bad mayb wo uh shit mayb carter tunechi realest nigga fuckin game right realest nigga fuckin game right mayb money power fame right realest nigga fuckin game right think love
5,futur good kush alcohol mike got bitch call hatnin know would without ball day fall ball ball ball choru drake futur yeah long bitch love yeah yeah yeah yeah give fuck hater long bitch love yeah yeah yeah yeah yeah yeah yeah give fuck nigga long bitch love lil wayn uh nigga stop hatin lil tunechi got fire hoe love like satan man yeah fuck get bodi eat dick strict diet babi makeup ten best head even better karrin want money want time could spend said realli need somebodi tell somebodi girl fuck want fuck got credit filet mignon said never want make mad want make proud said babi make cum make sound slick tunechi might also like futur lil wayn good kush alcohol yeah got bitch call hatnin know would without ball day fall ball ball ball choru drake futur lil wayn yeah long bitch love bitch love yeah yeah yeah yeah give fuck hater long bitch love bitch love bitch love bitch love yeah yeah yeah yeah yeah yeah yeah give fuck nigga long bitch love lil wayn uh real nigga fuck hater hoe got pussi like crater ca treat hoe like ladi man pussi money weed codein said dick feel like morphin hope name tast like sardin nigga wake eat dick call breakfast bed feel heartbeat bitch turn around face arrestin bitch yeah bitch love love bitch like soon cum come sens would say hoe name would snitchin hater tri knock ca knock hing lil tunechi futur lil wayn good kush alcohol yeah got bitch call hatnin know would without know would without ball day fall ball ball ball ball choru drake futur lil wayn yeah long bitch love bitch love yeah yeah yeah yeah give fuck hater long bitch love bitch love bitch love bitch love yeah yeah yeah yeah yeah yeah yeah give fuck bridg lil wayn lost good bitch met bad bitch school nigga pose class pictur kiss ass hatin get ass skatin lost good bitch met bad bitch school nigga pose class pictur kiss ass hatin get ass skatin bitch futur lil wayn good kush alcohol tunech got bitch call hatnin know would without know would without ball day fall ball ball ball ball choru drake futur lil wayn yeah long bitch love bitch love yeah yeah yeah yeah give fuck hater long bitch love bitch love bitch love bitch love yeah yeah yeah yeah yeah yeah yeah give fuck nigga yeah long bitch love
5,choru harri belafont bunch bunch lil wayn ahem excus charisma vodka spritzer swagger pat call shit patricia young money militia commission wan start weezi f finish misunderstood world without enigma two bitch time synchron swimmer got girl twist open twist never met bitch fuck like miss life bitch death sister sleep fuckin famili pictur know father time know mother natur famili relat matter buyin celebr black white diamond fuck segreg fuck shit money nigga honey nut young money runnin shit nigga feel done enough keep doin shit lil tunechi young tuna fish ha choru harri belafont lil wayn bunch yeah bunch goin back might also like lil wayn okay lost mind somewher strand think stand understand heart broken woman name tammi hoe gon hoe could blame tammi talk mom told sweetest beat beat call swear man seein nigga like sequin nigga think pow pow end talkin consult marri money fuck world adulteri full shit close mouth let yo ass talk young money eatin hater add salt stop playin bitch got game deadbolt mind sharp fuck around cut head real nigga day tomorrow talkin crazi like jaw broke glass half empti half full spill ya tri run wall outfield know ball turn field light fruit labor enjoy still ripe bitch stop playin like king nigga anim mink soon tell bitch say put name wall speak truth guess foreign languag call like see glass get pictur flash satisfi nothin know half young money cash money uh paper chasin tell paper look right behind ya bitch real gs move silenc like lasagna peopl say borderlin crazi sorta kinda woman dream sleep ca find nigga gelatin peanut eleph got sentenc like subject predic yeah swag would kill money strong pocket bodybuild jump wishin well wish well tell kiss ass call kiss tell cori gunz yeah word mama lima bean wan na see drama mean get dramamin llama scream hotter summer sun ghana queen want hit bitch wayn sign fiend play side nigga tryna front see son gun son sam nigga son paus dumber speech glow like buddha disturb flo like luda bitch flow like scuba bitch bold like cuba keep killer ho gon blow right ya mackin stackin amount pack like mover shout ratchet backin behalf shooter nigga think high come laugh ruler cash money cold bitch action cooler wayn nigga mind done told fuck nigga mani time keep buck steadi mind tuck fuck mind paus feed grind get littl love keep throwin sign middl hit piec side caus ai peac side bitch man visit urin abroad tune told shootin funer outsid uptown thoroughbr bx nigga ya heard
3,know lil ced nigga made millionair fuck rich ai tryna babi right fuck rubber got raw bitch know money bring envi probabl wan bro ca beef small shit oversea got crowd doin moshpit ca believ still businessman went got offic deal get often dolla servin spark street hot lil jit gon stay chopstick got rob shit made monster evict notic sister mama hous big want done ran motherfuckin comma look lil dominiqu livin like race might come first second wo ever last late bag bro told take foot ga give inch take mile shoot like technic foul citi citi got girl goin wild better reach chain jump crowd lambo low got ta squat final made let pop us bottl took lead let everyon follow know runnin right bank want eas leav breathin room sorri told ca heard rat know gon happen whenev catch run snake peep move makin time get forti got ta one great watch move paper know slip one time gon tri come take real get nigga fakin want vibe hand ai shakin straight chaser tryna get go tast yeah choru yeah diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid wake everi day somebodi harrassin got rich need money askin sittin jail ai look one need one doubt handlin vouch head way know proud turn heat ai nobodi hot everywher dollar got ta done gave world leavin say love death told stop breathin tri even want beef vegan boy said smoke nigga stop speakin drop top ca stop speedin tryna see bitch hit top speed hit bitch back knock knee call babi hov control rock rap slow control block yeah realli nigga got coupl coup drop top done made nigga digit comin savin bigger pictur know one day need might well get use biggest fear endin yeah might also like choru yeah diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid
3,oh one right wick okay yeah yeah run back turbo choru start close friend close friend somehow turn girlfriend girlfriend use tell everyth everyth even went bought diamond ring match ear everyth cool cool late babi actin rude rude know somebodi told told ai gon lie miss old know rememb would hold still rememb approach think love knew know fuckin screw made promis wo use play card right wo lose got tune like youtub got somethin like voodoo go nut go cuckoo lose cool know shit wrong wipe eye stop cryin told truth lyin gave rack tri buy even unthink sorri take back probabl would probabl would take back probabl would probabl would wipe eye stop cryin told truth lyin gave rack tri buy even unthink sorri might also like choru start close friend close friend somehow turn girlfriend girlfriend use tell everyth everyth even went bought diamond ring match ear everyth cool cool late babi actin rude rude know somebodi told told ai gon lie miss old keep busi internet ai doin help know never left everyth us us speakin kid thinkin shit like hell get involv bullshit marri game ca make fiancé bad young boss bitch treat like beyoncé damn broad say fuck first day trippin anyway like fuck pay even never speak make sure ridin latest benz keep busi apart stay mine bought brand new audemar done ran time choru start close friend close friend somehow turn girlfriend girlfriend use tell everyth everyth even went bought diamond ring match ear everyth cool cool late babi actin rude rude know somebodi told told ai gon lie miss old
3,happenin chi chi fill bando bag give lil bro job come get rich us gon eat gon starv keep certifi hitter sittin pay rob hop cullinan ridin star know peopl hate top bulletproof car member made free band pack live like crackin card joe know fact keep real still ai take charg talkin crazi like part ca play creation give world lil boy savin spendin bе human perfect know sometimе wrong choru like come put pussi runnin like spend money get whatev put six figur busi real shit drop cash dealership mail pink slip make sure keep nail wig fix went jail one held real bitch hundr round doubl drum marco prison still flex told brodi park car still wreck think nobodi around steal still check got hundr mil yet ca chill yet get misconstru yeah get real check babi fuckin like pornstar real sex nobodi busi take learjet say like perform fuck chain handlin part let play main role ai get rich partner still folk ca beef none nigga boat never gon get caught know game go tenni chain bustin look like rainbow choru like come put pussi runnin like spend money get whatev put six figur busi real shit drop cash dealership mail pink slip make sure keep nail wig fix went jail one held real bitch hundr round doubl drum marco prison still flex might also like outro like come put pussi runnin like spend money get whatev
3,love letter came mail said miss rip flush tissu tri forget got noth human got issu tire tire tire part done die see act like blind confid wo one mine know emot come lie tell truth time ai got sympathi bitch admit rich lit jumpin stage get two hundr occas bro realli fuck game made nigga shut trap see made reason wo rap see traffic make hater pull hat biggest og salut stylist ca even style robber probabl wan na get hoppin lamborghini youngin turn citi tri get crack still would happen never start rap peopl still steadi trap still get activ tell chill tryna run paid cash post crib nah ca show nobodi mama live feel niec ask diamond real said cours play hand dealt forc around world know hear voic done pair dior yeah choru young age learn get paid gon get money big stage long way section ballin countri big wave gon get save big old wave ridin foreign chiefin forest know least said sorri know told heartless emot scar ai even fault listen hater tryna fill ear salt revenu come probabl never spend bought bm benz anoth benz cut friend brought brother see nobodi gon lose ca move around without tool nigga loos screw see take lead new school rememb sell weed old school hit old news blew fuck would knew paint trackhawk nipsey blue get one get one realli move boss move never call leav peopl everybodi ca go top leav peopl forev scheme woke thought dream watch lil boy play toy drop tear joy shit feel go crazi score call babi harden say great guess wait might also like choru young age learn get paid gon get money big stage long way section ballin countri big wave gon get save big old wave ridin foreign chiefin forest know least said sorri know told heartless emot scar ai even fault listen hater tryna fill ear salt young age learn get paid gon get money big stage long way section ballin countri big wave gon get save big old wave ridin foreign chiefin forest know least said sorri know told heartless emot scar ai even fault listen hater tryna fill ear
